Unnamed: 0,id,file_name,Latex,name,path,data_source,tags
,,,a Sup 2 NoRel + Right b Sup 2 NoRel = Right ( Right a Right + Right b Right i Right ) Right ( Right a Right - Right b Right i Right ),crohme2019/train/107_miguel.inkml,crohme2019/train/107_miguel.inkml,CROHME,train
,,,\log Sub 2 NoRel 8 Right = Right 3,crohme2019/train/TrainData1_5_sub_1.inkml,crohme2019/train/TrainData1_5_sub_1.inkml,CROHME,train
,,,t Right \int Right z Right ( Right P Right ) Right d Right l,crohme2019/train/200922-949-73.inkml,crohme2019/train/200922-949-73.inkml,CROHME,train
,,,f Sub a Right COMMA Right b Right COMMA Right c NoRel ( Right d Right ),crohme2019/train/formulaire001-equation014.inkml,crohme2019/train/formulaire001-equation014.inkml,CROHME,train
,,,2,crohme2019/train/200923-1251-226.inkml,crohme2019/train/200923-1251-226.inkml,CROHME,train
,,,v Right \lt Right l,crohme2019/train/200923-1253-81.inkml,crohme2019/train/200923-1253-81.inkml,CROHME,train
,,,q Right ( Right H Right ) Right . Right . Right . Right + Right A,crohme2019/train/200926-1617-63.inkml,crohme2019/train/200926-1617-63.inkml,CROHME,train
,,,u Sub n NoRel = Right a Right q Sup n Right - Right n Sub 0,crohme2019/train/formulaire001-equation009.inkml,crohme2019/train/formulaire001-equation009.inkml,CROHME,train
,,,\sum Right 4 Right - Right \int Right E Right d Right V,crohme2019/train/200923-131-134.inkml,crohme2019/train/200923-131-134.inkml,CROHME,train
,,,1 Right 2 Right 3 Right 4 Right + Right 5 Right 6 Right 7 Right 8 Right \gt Right 9 Right 0,crohme2019/train/MfrDB1818.inkml,crohme2019/train/MfrDB1818.inkml,CROHME,train
,,,3 Right + Right 1 Right = Right 4,crohme2019/train/MfrDB1099.inkml,crohme2019/train/MfrDB1099.inkml,CROHME,train
,,,r Right = Right \alpha,crohme2019/train/formulaire019-equation071.inkml,crohme2019/train/formulaire019-equation071.inkml,CROHME,train
,,,4 Right + Right 3,crohme2019/train/MfrDB0692.inkml,crohme2019/train/MfrDB0692.inkml,CROHME,train
,,,V Right = Right a Right . Right b Right . Right c,crohme2019/train/MfrDB1670.inkml,crohme2019/train/MfrDB1670.inkml,CROHME,train
,,,f Sub j NoRel ( Right e Sub i NoRel ),crohme2019/train/formulaire015-equation022.inkml,crohme2019/train/formulaire015-equation022.inkml,CROHME,train
,,,n Right = Right k Sup 2,crohme2019/train/formulaire028-equation011.inkml,crohme2019/train/formulaire028-equation011.inkml,CROHME,train
,,,x Sub 1 NoRel + Right x Sub 2 NoRel = Right x Sub 3,crohme2019/train/TrainData2_7_sub_1.inkml,crohme2019/train/TrainData2_7_sub_1.inkml,CROHME,train
,,,[ Right F Right ] NoRel - Below a Right - Right H,crohme2019/train/200924-1312-164.inkml,crohme2019/train/200924-1312-164.inkml,CROHME,train
,,,G NoRel d,crohme2019/train/200926-1617-22.inkml,crohme2019/train/200926-1617-22.inkml,CROHME,train
,,,\cos Right B Right + Right \cos Right C NoRel - Above \sin Right B Right + Right \sin Right C,crohme2019/train/TrainData2_25_sub_71.inkml,crohme2019/train/TrainData2_25_sub_71.inkml,CROHME,train
,,,\log Sub 2 NoRel ( Right 2 Sup 5 NoRel ) Right = Right 5,crohme2019/train/2009210-947-54.inkml,crohme2019/train/2009210-947-54.inkml,CROHME,train
,,,9 Right . Right 8 Right u,crohme2019/train/200922-947-222.inkml,crohme2019/train/200922-947-222.inkml,CROHME,train
,,,3 Right x Right + Right y NoRel - Below z NoRel = NoRel A Right - Right 1 NoRel - Below x Sup 2 NoRel + Right y Sup 2 NoRel ( NoRel ),crohme2019/train/MfrDB3274.inkml,crohme2019/train/MfrDB3274.inkml,CROHME,train
,,,e Right + Right ( Right P Right ),crohme2019/train/200923-1254-138.inkml,crohme2019/train/200923-1254-138.inkml,CROHME,train
,,,p,crohme2019/train/200923-1556-228.inkml,crohme2019/train/200923-1556-228.inkml,CROHME,train
,,,g Right ( Right 2 Right COMMA Right 3 Right COMMA Right 4 Right ) Right = Right 3 Right 4 Sup - Right 3,crohme2019/train/MfrDB3541.inkml,crohme2019/train/MfrDB3541.inkml,CROHME,train
,,,\log Sub 2 NoRel 2 NoRel - Above 1 NoRel + Right \log Sub 4 NoRel 4 NoRel - Above 2,crohme2019/train/KME2G3_1_sub_35.inkml,crohme2019/train/KME2G3_1_sub_35.inkml,CROHME,train
,,,a Right = Right b Right \cos Right C Right + Right c Right \cos Right B,crohme2019/train/76_edwin.inkml,crohme2019/train/76_edwin.inkml,CROHME,train
,,,\gamma,crohme2019/train/2009213-139-205.inkml,crohme2019/train/2009213-139-205.inkml,CROHME,train
,,,1 NoRel - Below a NoRel F Right ( Right a Right x Right + Right b Right ) Right + Right C,crohme2019/train/TrainData2_1_sub_63.inkml,crohme2019/train/TrainData2_1_sub_63.inkml,CROHME,train
,,,1 Right = Right - Right 1,crohme2019/train/formulaire011-equation038.inkml,crohme2019/train/formulaire011-equation038.inkml,CROHME,train
,,,\sin Right B Right + Right \sin Right C NoRel - Below \cos Right B Right + Right \cos Right C,crohme2019/train/TrainData2_21_sub_71.inkml,crohme2019/train/TrainData2_21_sub_71.inkml,CROHME,train
,,,. Right . Right . Right - Right . Right . Right . Right + Right k Sup v NoRel ( Right z Right ),crohme2019/train/200926-1617-232.inkml,crohme2019/train/200926-1617-232.inkml,CROHME,train
,,,\sin Right ( NoRel \pi NoRel - Below 3 NoRel ) Right = NoRel 1 NoRel - Below 2,crohme2019/train/200925-1126-48.inkml,crohme2019/train/200925-1126-48.inkml,CROHME,train
,,,\sqrt Inside H,crohme2019/train/200923-1556-166.inkml,crohme2019/train/200923-1556-166.inkml,CROHME,train
,,,z Sup 1 NoRel ( Right X Right ) Right = Right \sum Below i Right = Right 1 NoRel n NoRel x Sub i NoRel p Sub i NoRel 1,crohme2019/train/formulaire030-equation072.inkml,crohme2019/train/formulaire030-equation072.inkml,CROHME,train
,,,1 Right 3 Right + Right \pi Right r Sup 2,crohme2019/train/200922-949-37.inkml,crohme2019/train/200922-949-37.inkml,CROHME,train
,,,\beta Right ( Right t Right COMMA Right \beta Right ( Right s Right COMMA Right x Right ) Right ) Right = Right \beta Right ( Right t Right + Right s Right COMMA Right x Right ),crohme2019/train/formulaire039-equation017.inkml,crohme2019/train/formulaire039-equation017.inkml,CROHME,train
,,,[ Right b Sup x NoRel \{ Right ( Right - Below b NoRel a NoRel ) Sup x NoRel + Right 1 Right \} Right ] Sup - Below x NoRel 1,crohme2019/train/KME2G3_8_sub_96.inkml,crohme2019/train/KME2G3_8_sub_96.inkml,CROHME,train
,,,1 Right - Right q Sup k,crohme2019/train/formulaire037-equation014.inkml,crohme2019/train/formulaire037-equation014.inkml,CROHME,train
,,,d Right ( Right f Right ),crohme2019/train/formulaire036-equation011.inkml,crohme2019/train/formulaire036-equation011.inkml,CROHME,train
,,,. Right . Right . Right - Right [ Right d Right ],crohme2019/train/200923-1556-240.inkml,crohme2019/train/200923-1556-240.inkml,CROHME,train
,,,h Right ( Right x Right COMMA Right y Right ) Right = Right x Sup y Right + Right - Above 1 NoRel y,crohme2019/train/MfrDB3388.inkml,crohme2019/train/MfrDB3388.inkml,CROHME,train
,,,\int Right I Right d Right a,crohme2019/train/200922-1017-94.inkml,crohme2019/train/200922-1017-94.inkml,CROHME,train
,,,z Sub 1 NoRel 2 NoRel + Right 1 Sup z NoRel - Right z Sub 2 NoRel 2 NoRel + Right 2 Sup z,crohme2019/train/KME2G3_28_sub_28.inkml,crohme2019/train/KME2G3_28_sub_28.inkml,CROHME,train
,,,2 Right 4 Right - Right 1 Right 5 Right 1 Right = Right - Right 1 Right 2 Right 7,crohme2019/train/formulaire010-equation065.inkml,crohme2019/train/formulaire010-equation065.inkml,CROHME,train
,,,1 Right 2 Right 3 Right 4 Right + Right 5 Right 6 Right 7 Right 8 Right \gt Right 9 Right 0,crohme2019/train/MfrDB1669.inkml,crohme2019/train/MfrDB1669.inkml,CROHME,train
,,,F Sub n NoRel = Right F Sub n Right - Right 1 NoRel + Right F Sub n Right - Right 2,crohme2019/train/TrainData1_0_sub_15.inkml,crohme2019/train/TrainData1_0_sub_15.inkml,CROHME,train
,,,a Right u Right + Right b Right v Right = Right 1,crohme2019/train/formulaire014-equation052.inkml,crohme2019/train/formulaire014-equation052.inkml,CROHME,train
,,,x Sub i NoRel - Right x Sub i Right + Right 1 NoRel + Right x Sub i Right + Right 2,crohme2019/train/TrainData2_17_sub_6.inkml,crohme2019/train/TrainData2_17_sub_6.inkml,CROHME,train
,,,x Sup 3 NoRel - Right x Sup 2 NoRel - Right x Right ) NoRel ( NoRel ( Right 2 Right x Right - Right 7 Right ),crohme2019/train/TrainData2_14_sub_15.inkml,crohme2019/train/TrainData2_14_sub_15.inkml,CROHME,train
,,,x Sup \prime NoRel = Right x Right \cos Right \theta Right + Right y Right \sin Right \theta,crohme2019/train/89_edwin.inkml,crohme2019/train/89_edwin.inkml,CROHME,train
,,,\pi Right - Right t,crohme2019/train/formulaire019-equation032.inkml,crohme2019/train/formulaire019-equation032.inkml,CROHME,train
,,,7,crohme2019/train/200923-131-263.inkml,crohme2019/train/200923-131-263.inkml,CROHME,train
,,,\int Right 6 Right d Right f,crohme2019/train/200925-1126-108.inkml,crohme2019/train/200925-1126-108.inkml,CROHME,train
,,,V Sub 2 NoRel = NoRel V Sub P NoRel - Below \sqrt Inside 2,crohme2019/train/MfrDB0007.inkml,crohme2019/train/MfrDB0007.inkml,CROHME,train
,,,2 Sup 5 NoRel - Below 3 Right + Right 1,crohme2019/train/MfrDB1815.inkml,crohme2019/train/MfrDB1815.inkml,CROHME,train
,,,s,crohme2019/train/200923-1254-213.inkml,crohme2019/train/200923-1254-213.inkml,CROHME,train
,,,h Sup 2 NoRel = Right a Sup 2 NoRel + Right b Sup 2,crohme2019/train/MfrDB0518.inkml,crohme2019/train/MfrDB0518.inkml,CROHME,train
,,,a Sub n NoRel s Sub 1 NoRel + Right a Sub n Right - Right 1 NoRel = Right 0,crohme2019/train/formulaire008-equation058.inkml,crohme2019/train/formulaire008-equation058.inkml,CROHME,train
,,,2 Right . Right 0,crohme2019/train/200923-1553-286.inkml,crohme2019/train/200923-1553-286.inkml,CROHME,train
,,,a,crohme2019/train/200926-131-169.inkml,crohme2019/train/200926-131-169.inkml,CROHME,train
,,,\sum Below m NoRel f Right ( Right m Right + Right 3 Right ),crohme2019/train/2009212-952-7.inkml,crohme2019/train/2009212-952-7.inkml,CROHME,train
,,,x Sup 2 NoRel + Right y Sup 2 NoRel \lt Right 1,crohme2019/train/TrainData1_5_sub_3.inkml,crohme2019/train/TrainData1_5_sub_3.inkml,CROHME,train
,,,x Sup 2 NoRel + Right 3 Right x,crohme2019/train/formulaire020-equation066.inkml,crohme2019/train/formulaire020-equation066.inkml,CROHME,train
,,,x Sub 1 NoRel + Right x Sub 2 NoRel = Right x Sub 3,crohme2019/train/TrainData2_6_sub_1.inkml,crohme2019/train/TrainData2_6_sub_1.inkml,CROHME,train
,,,\sqrt NoRel 2 Right z Sup 3 NoRel - Below \sqrt NoRel 3 Right z Sup 2 NoRel - Below \sqrt Inside 4 Right z,crohme2019/train/200926-131-85.inkml,crohme2019/train/200926-131-85.inkml,CROHME,train
,,,. Right . Right . Right - Right 6,crohme2019/train/200926-131-81.inkml,crohme2019/train/200926-131-81.inkml,CROHME,train
,,,1 Right . Right 9,crohme2019/train/200923-1556-236.inkml,crohme2019/train/200923-1556-236.inkml,CROHME,train
,,,n Right + Right 1,crohme2019/train/formulaire024-equation068.inkml,crohme2019/train/formulaire024-equation068.inkml,CROHME,train
,,,j,crohme2019/train/2009210-947-77.inkml,crohme2019/train/2009210-947-77.inkml,CROHME,train
,,,g Right ( Right 2 Right COMMA Right 3 Right COMMA Right 4 Right ) Right = Right 3 Right 4 Sup - Right 3,crohme2019/train/MfrDB1983.inkml,crohme2019/train/MfrDB1983.inkml,CROHME,train
,,,\sqrt NoRel 1 NoRel - Below n NoRel \sum Below k Right = Right 1 NoRel n NoRel ( Right a Sub k NoRel ) Sup 2 NoRel \geq NoRel 1 NoRel - Below n NoRel \sum Below k Right = Right 1 NoRel n NoRel a Sub k,crohme2019/train/MfrDB3455.inkml,crohme2019/train/MfrDB3455.inkml,CROHME,train
,,,5 Right 0 Right ! Right . Right n Right = Right 4 Right 8 Right !,crohme2019/train/MfrDB2091.inkml,crohme2019/train/MfrDB2091.inkml,CROHME,train
,,,c Sup 2 NoRel = Right a Sup 2 NoRel + Right b Sup 2 NoRel - Right 2 Right a Right b NoRel C NoRel \cos,crohme2019/train/75_carlos.inkml,crohme2019/train/75_carlos.inkml,CROHME,train
,,,- Right q,crohme2019/train/200923-1556-119.inkml,crohme2019/train/200923-1556-119.inkml,CROHME,train
,,,H,crohme2019/train/200923-1254-366.inkml,crohme2019/train/200923-1254-366.inkml,CROHME,train
,,,P Sup e Right o,crohme2019/train/200922-947-10.inkml,crohme2019/train/200922-947-10.inkml,CROHME,train
,,,| Right x Right - NoRel p Sub n NoRel - Below q Sub n NoRel | Right \leq NoRel 1 NoRel - Below q Sub n NoRel q Sub n Right + Right 1 NoRel \lt NoRel 1 NoRel - Below q Sup 2 NoRel n,crohme2019/train/126_Fabricio.inkml,crohme2019/train/126_Fabricio.inkml,CROHME,train
,,,s,crohme2019/train/200924-1312-224.inkml,crohme2019/train/200924-1312-224.inkml,CROHME,train
,,,u Right ( Right \theta Sub 0 NoRel COMMA Right p Right ) Right = Right 0,crohme2019/train/formulaire015-equation027.inkml,crohme2019/train/formulaire015-equation027.inkml,CROHME,train
,,,p Sub c,crohme2019/train/200922-1017-10.inkml,crohme2019/train/200922-1017-10.inkml,CROHME,train
,,,\cos Sup 2 NoRel x NoRel ( NoRel ) Right = Right 1 Right - Right \sin Sup 2 NoRel x NoRel ( NoRel ),crohme2019/train/formulaire033-equation018.inkml,crohme2019/train/formulaire033-equation018.inkml,CROHME,train
,,,a Right + NoRel \sqrt Inside b Right + Right c NoRel - Below 2,crohme2019/train/2009212-952-26.inkml,crohme2019/train/2009212-952-26.inkml,CROHME,train
,,,G,crohme2019/train/2009213-137-224.inkml,crohme2019/train/2009213-137-224.inkml,CROHME,train
,,,y Right = Right x NoRel 1 NoRel - Below 3,crohme2019/train/formulaire023-equation041.inkml,crohme2019/train/formulaire023-equation041.inkml,CROHME,train
,,,\gamma NoRel + NoRel \beta NoRel - Below \theta,crohme2019/train/200922-947-60.inkml,crohme2019/train/200922-947-60.inkml,CROHME,train
,,,\sqrt Inside 1 Right + Right \sqrt Inside 2 Right + Right \sqrt Inside 3 Right + Right \sqrt Inside 4,crohme2019/train/TrainData2_25_sub_95.inkml,crohme2019/train/TrainData2_25_sub_95.inkml,CROHME,train
,,,V Right = Right ( Right n Right ),crohme2019/train/200924-1331-189.inkml,crohme2019/train/200924-1331-189.inkml,CROHME,train
,,,\tan Right ( NoRel \pi NoRel - Below 2 NoRel ) Right = Right \infty,crohme2019/train/200926-1550-68.inkml,crohme2019/train/200926-1550-68.inkml,CROHME,train
,,,u Sub x,crohme2019/train/200923-131-101.inkml,crohme2019/train/200923-131-101.inkml,CROHME,train
,,,y Right = Right x Right + Right 1,crohme2019/train/MfrDB0482.inkml,crohme2019/train/MfrDB0482.inkml,CROHME,train
,,,[ Right b Sup x NoRel \{ Right ( Right - Below b NoRel a NoRel ) Sup x NoRel + Right 1 Right \} Right ] Sup - Below x NoRel 1,crohme2019/train/KME2G3_6_sub_96.inkml,crohme2019/train/KME2G3_6_sub_96.inkml,CROHME,train
,,,A Right \times NoRel 4 NoRel 8,crohme2019/train/MfrDB0404.inkml,crohme2019/train/MfrDB0404.inkml,CROHME,train
,,,7 Right . Right 9 Right u,crohme2019/train/200922-949-4.inkml,crohme2019/train/200922-949-4.inkml,CROHME,train
,,,x Sup j NoRel i NoRel = Right 1,crohme2019/train/formulaire020-equation044.inkml,crohme2019/train/formulaire020-equation044.inkml,CROHME,train
,,,\sin Right n NoRel - Below n,crohme2019/train/formulaire035-equation056.inkml,crohme2019/train/formulaire035-equation056.inkml,CROHME,train
,,,d Right . Right . Right . Right + Right A,crohme2019/train/200924-1312-214.inkml,crohme2019/train/200924-1312-214.inkml,CROHME,train
,,,( Right B Sub E NoRel ) NoRel j,crohme2019/train/2009210-947-124.inkml,crohme2019/train/2009210-947-124.inkml,CROHME,train
,,,T Sup d Right + Right v NoRel [ Right \mu Right ],crohme2019/train/200923-131-248.inkml,crohme2019/train/200923-131-248.inkml,CROHME,train
,,,\lim Below n Right \rightarrow Right \infty NoRel ( Right x Sub n NoRel / Right y Sub n NoRel ) Right = Right L Sub 1 NoRel / Right L Sub 2,crohme2019/train/MfrDB2864.inkml,crohme2019/train/MfrDB2864.inkml,CROHME,train
,,,A Sub k NoRel Y,crohme2019/train/200923-1553-202.inkml,crohme2019/train/200923-1553-202.inkml,CROHME,train
,,,2 Right \tan Right \alpha NoRel - Below 1 Right - Right \tan Sup 2 NoRel \alpha,crohme2019/train/TrainData2_20_sub_43.inkml,crohme2019/train/TrainData2_20_sub_43.inkml,CROHME,train
,,,v Sub a NoRel \Delta,crohme2019/train/200926-131-210.inkml,crohme2019/train/200926-131-210.inkml,CROHME,train
,,,e Right = Right m Right c Sup 2,crohme2019/train/MfrDB1008.inkml,crohme2019/train/MfrDB1008.inkml,CROHME,train
,,,4,crohme2019/train/2009212-1031-79.inkml,crohme2019/train/2009212-1031-79.inkml,CROHME,train
,,,y Right = Right f Right ( Right x Right COMMA Right \beta Right ),crohme2019/train/formulaire034-equation019.inkml,crohme2019/train/formulaire034-equation019.inkml,CROHME,train
,,,b NoRel - Below a Sup 2 NoRel - Right a NoRel - Right - Above b NoRel a Right - Right 1,crohme2019/train/MfrDB1240.inkml,crohme2019/train/MfrDB1240.inkml,CROHME,train
,,,\sqrt Above 3 NoRel - Above z Sup 3 NoRel + Right 2 NoRel \sqrt Inside z NoRel + Right 1,crohme2019/train/MfrDB2104.inkml,crohme2019/train/MfrDB2104.inkml,CROHME,train
,,,k,crohme2019/train/200926-131-101.inkml,crohme2019/train/200926-131-101.inkml,CROHME,train
,,,\sin Right \theta Right + Right \cos Right \theta Right + Right \tan Right \theta NoRel - Below x Right + Right y Right + Right z,crohme2019/train/TrainData2_26_sub_13.inkml,crohme2019/train/TrainData2_26_sub_13.inkml,CROHME,train
,,,E Right A Right c,crohme2019/train/200923-1251-259.inkml,crohme2019/train/200923-1251-259.inkml,CROHME,train
,,,a Right ( Right u Right ),crohme2019/train/formulaire029-equation052.inkml,crohme2019/train/formulaire029-equation052.inkml,CROHME,train
,,,f Right ( Right x Right ) Right = Right x Sup 2,crohme2019/train/formulaire024-equation008.inkml,crohme2019/train/formulaire024-equation008.inkml,CROHME,train
,,,a Sub 1 NoRel + Right a Sub 2 NoRel + Right a Sup 3 NoRel - Below 1 Right - Right x,crohme2019/train/MfrDB3404.inkml,crohme2019/train/MfrDB3404.inkml,CROHME,train
,,,E Right = Right E Sub k NoRel + Right E Sub p,crohme2019/train/MfrDB1596.inkml,crohme2019/train/MfrDB1596.inkml,CROHME,train
,,,x Sub 1 NoRel - Right x Sub 2 NoRel + Right y Sub 1 NoRel - Right y Sub 2 NoRel + Right z Sub 1 NoRel - Right z Sub 2,crohme2019/train/TrainData2_26_sub_17.inkml,crohme2019/train/TrainData2_26_sub_17.inkml,CROHME,train
,,,p Sup - Right v Sub p NoRel ( Right r Right ),crohme2019/train/formulaire039-equation057.inkml,crohme2019/train/formulaire039-equation057.inkml,CROHME,train
,,,u Right a Right + Right v Right b Right = Right 1,crohme2019/train/formulaire018-equation012.inkml,crohme2019/train/formulaire018-equation012.inkml,CROHME,train
,,,[ Right - Right l Right ],crohme2019/train/2009213-137-140.inkml,crohme2019/train/2009213-137-140.inkml,CROHME,train
,,,v Right = Right v Sub 0 NoRel t Right - Right g Right t Sup 2,crohme2019/train/MfrDB1492.inkml,crohme2019/train/MfrDB1492.inkml,CROHME,train
,,,( Right 1 Right 6 Right 6 Right - Right 1 Right 2 Right 2 Right + Right 3 Right 2 Right ) Right + Right ( Right ( Right 1 Right 0 Right 6 Right \div Right 3 Right 0 Right ) Right \div Right ( Right 3 Right 0 Right \div Right 1 Right 8 Right ) Right ) Right \geq Right 7 Right 7,crohme2019/train/formulaire007-equation050.inkml,crohme2019/train/formulaire007-equation050.inkml,CROHME,train
,,,I Right V,crohme2019/train/200923-1251-131.inkml,crohme2019/train/200923-1251-131.inkml,CROHME,train
,,,F Right ( Right x Right COMMA Right y Right COMMA Right z Right ) Right = Right G Right ( Right x Right COMMA Right y Right ) Right + Right H Right ( NoRel COMMA NoRel ) Right + Right 2 Right 1 NoRel y NoRel z,crohme2019/train/MfrDB2153.inkml,crohme2019/train/MfrDB2153.inkml,CROHME,train
,,,a Right L NoRel t,crohme2019/train/200926-1617-17.inkml,crohme2019/train/200926-1617-17.inkml,CROHME,train
,,,P Right ( Right x Right ) Right = Right \sum Below i Right = Right 0 NoRel n NoRel a Sub j NoRel x Sup j,crohme2019/train/118_Nina.inkml,crohme2019/train/118_Nina.inkml,CROHME,train
,,,y Sub n Right + Right 1 NoRel = Right b Right x Sub n,crohme2019/train/formulaire018-equation023.inkml,crohme2019/train/formulaire018-equation023.inkml,CROHME,train
,,,m Right - Right F,crohme2019/train/200923-1251-241.inkml,crohme2019/train/200923-1251-241.inkml,CROHME,train
,,,\lim Below x Right \rightarrow NoRel 1 NoRel - Below 4 NoRel 1 Right - Right 4 Sup x Right - NoRel 1 NoRel - Below 4 NoRel - Below 1 Right - Right 4 Right x,crohme2019/train/TrainData2_20_sub_98.inkml,crohme2019/train/TrainData2_20_sub_98.inkml,CROHME,train
,,,\lim Below y Right \rightarrow Right \infty NoRel y Right \sin Right ( NoRel c NoRel - Below y NoRel ) Right = Right c,crohme2019/train/MfrDB3390.inkml,crohme2019/train/MfrDB3390.inkml,CROHME,train
,,,x Sub 1 NoRel \times Right x Sub 2 NoRel \times Right x Sub 3 NoRel \times Right x Sub 4 NoRel = Right X,crohme2019/train/KME2G3_17_sub_26.inkml,crohme2019/train/KME2G3_17_sub_26.inkml,CROHME,train
,,,\sum Below n Right = Right 0 NoRel \infty NoRel f Sub n NoRel ( Right x Right ),crohme2019/train/MfrDB2914.inkml,crohme2019/train/MfrDB2914.inkml,CROHME,train
,,,h Sub n NoRel = Right - Above a NoRel \sqrt Inside 2 NoRel \times NoRel - Above n Right + Right 1 NoRel n NoRel \sqrt,crohme2019/train/formulaire038-equation044.inkml,crohme2019/train/formulaire038-equation044.inkml,CROHME,train
,,,h Right ( Right x Right COMMA Right y Right ) Right = Right x Sup y Right + NoRel 1 NoRel - Below y,crohme2019/train/MfrDB3032.inkml,crohme2019/train/MfrDB3032.inkml,CROHME,train
,,,2 Right . Right 9 Right g,crohme2019/train/2009210-947-214.inkml,crohme2019/train/2009210-947-214.inkml,CROHME,train
,,,8 Right . Right 5 Right + Right ( Right r Right ) Sup b,crohme2019/train/200923-1251-138.inkml,crohme2019/train/200923-1251-138.inkml,CROHME,train
,,,1 Right 0 Sup 6 Right COMMA Right 5,crohme2019/train/formulaire007-equation002.inkml,crohme2019/train/formulaire007-equation002.inkml,CROHME,train
,,,1 Right + Right - Below 1 Right ! NoRel 1 NoRel + Right - Below 2 Right ! NoRel 1 NoRel + Right - Below 3 Right ! NoRel 1 NoRel + Right - Below 4 Right ! NoRel 1,crohme2019/train/TrainData2_26_sub_49.inkml,crohme2019/train/TrainData2_26_sub_49.inkml,CROHME,train
,,,\sqrt Inside x Right y Right z NoRel = Right \sqrt Inside x NoRel \sqrt Inside y NoRel \sqrt Inside z,crohme2019/train/MfrDB2839.inkml,crohme2019/train/MfrDB2839.inkml,CROHME,train
,,,3 Right 8 Right + Right 1 Right 4 Right 7 Right \leq Right 1 Right 8 Right 5,crohme2019/train/formulaire021-equation030.inkml,crohme2019/train/formulaire021-equation030.inkml,CROHME,train
,,,a Right + Right b Right + Right c Right + Right d Right + Right e,crohme2019/train/TrainData2_24_sub_20.inkml,crohme2019/train/TrainData2_24_sub_20.inkml,CROHME,train
,,,y Right = Right r Right \sin Right \theta,crohme2019/train/90_miguel.inkml,crohme2019/train/90_miguel.inkml,CROHME,train
,,,a NoRel \sqrt Right = Right 2 Sup - Right n NoRel \sqrt Inside 4 Sup n NoRel a,crohme2019/train/MfrDB1327.inkml,crohme2019/train/MfrDB1327.inkml,CROHME,train
,,,t,crohme2019/train/200923-1254-346.inkml,crohme2019/train/200923-1254-346.inkml,CROHME,train
,,,\sin Right x NoRel - Below \cos Right x NoRel = Right t Right g Right x,crohme2019/train/MfrDB2820.inkml,crohme2019/train/MfrDB2820.inkml,CROHME,train
,,,( Right z Sup 2 NoRel + Right y Sub 0 NoRel - Right a Sub 0 NoRel z Right - Right b Sub 0 NoRel ) Right ( Right z Sup 2 NoRel + Right y Sub 0 NoRel + Right a Sub 0 NoRel z Right + Right b Sub 0 NoRel ) Right = Right 0,crohme2019/train/formulaire004-equation036.inkml,crohme2019/train/formulaire004-equation036.inkml,CROHME,train
,,,\sum Right p Sub i NoRel = Right 1,crohme2019/train/formulaire003-equation004.inkml,crohme2019/train/formulaire003-equation004.inkml,CROHME,train
,,,\int Right Y NoRel n NoRel \alpha NoRel d Right k,crohme2019/train/2009213-137-3.inkml,crohme2019/train/2009213-137-3.inkml,CROHME,train
,,,d,crohme2019/train/200923-1251-119.inkml,crohme2019/train/200923-1251-119.inkml,CROHME,train
,,,\sqrt Inside 1 Right + Right \sqrt Inside 2 Right + Right \sqrt Inside 3 Right + Right \sqrt Inside 4,crohme2019/train/TrainData2_8_sub_95.inkml,crohme2019/train/TrainData2_8_sub_95.inkml,CROHME,train
,,,b Right - Right a NoRel - Below n NoRel \leq Right \alpha,crohme2019/train/formulaire004-equation046.inkml,crohme2019/train/formulaire004-equation046.inkml,CROHME,train
,,,[ Right b Sup x NoRel \{ Right ( NoRel b NoRel - Above a NoRel ) Sup x NoRel + Right 1 Right \} Right ] NoRel x NoRel - Above 1,crohme2019/train/KME2G3_27_sub_96.inkml,crohme2019/train/KME2G3_27_sub_96.inkml,CROHME,train
,,,\sqrt Inside u NoRel + Right H Sup E,crohme2019/train/2009213-139-29.inkml,crohme2019/train/2009213-139-29.inkml,CROHME,train
,,,\sqrt Above n NoRel n Right + Right 1 NoRel - Below ( Right n Right - Right 1 Right ) Sup 2,crohme2019/train/MfrDB3062.inkml,crohme2019/train/MfrDB3062.inkml,CROHME,train
,,,\beta Right + Right \theta NoRel \sqrt Sup o,crohme2019/train/200923-131-230.inkml,crohme2019/train/200923-131-230.inkml,CROHME,train
,,,P Right ( Right x Right ) Right = Right \sum Above n NoRel i Right = Right 0 NoRel a Sub j NoRel x Sup j,crohme2019/train/118_fujita.inkml,crohme2019/train/118_fujita.inkml,CROHME,train
,,,c,crohme2019/train/200923-1553-187.inkml,crohme2019/train/200923-1553-187.inkml,CROHME,train
,,,n NoRel \sqrt NoRel n Right + Right 1 NoRel - Below ( Right n Right - Right 1 Right ) Sup 2,crohme2019/train/MfrDB2942.inkml,crohme2019/train/MfrDB2942.inkml,CROHME,train
,,,n NoRel \sqrt Inside - Above n Right + Right 1 NoRel ( Right n Right - Right 1 Right ) Sup 2,crohme2019/train/MfrDB2893.inkml,crohme2019/train/MfrDB2893.inkml,CROHME,train
,,,\sin Sup 2 NoRel \theta Right + Right \cos Sup 2 NoRel \theta Right = Right 1,crohme2019/train/TrainData1_6_sub_9.inkml,crohme2019/train/TrainData1_6_sub_9.inkml,CROHME,train
